name,category,subcategory,website,url,description,contact_person,email,phone,location
The Virtual Dutchmen,VR Development,VR Studios,http://virtualdutchmen.com/,http://www.vrmeister.com/the-virtual-dutchmen/,"We create Virtual Reality Experiences.
Virtual Reality is the future for your projects. People won’t just get an impression but will be able to experience the quality of your projects like never before with devices like the Oculus Rift. As we have a passion for technology, The Virtual Dutchmen are always on top of new innovations.
Everything that has some sort of connection to Virtual Reality will get our attention, to keep you up to date of the latest and greatest innovations.",,info@virtualdutchmen.com,+31 (0)546 57 35 33,The Netherlands
Two Bit Circus,VR Development,VR Studios,http://twobitcircus.com/,http://www.vrmeister.com/two-bit-circus/,"Two Bit Circus lives at the intersection of technology and spectacle. We engineer entertainment that is imaginative and interactive, blurring the line between physical and digital playgrounds to create a new world of social amusement.
Based in Los Angeles, our interdisciplinary team of artists, engineers, and entrepreneurs develop spectacular productions with the goal to inspire, engage, and reinvent the way people play.",,info@twobitcircus.com,323.250.9964,United States
Ignis VR,VR Development,VR Studios,http://ignisvr.com/,http://www.vrmeister.com/ignis-vr/,"We create the content that should make your virtual realty project a true immersive experience.
We can provide the right workflow and get you in control to get your virtual reality project done right.",,info@ignisvr.com,+31 (0)73 3690331,"‘s-Hertogenbosch, The Netherlands"
We Make Vr,VR Development,VR Studios,http://wemakevr.com/,http://www.vrmeister.com/we-make-vr/,"WeMakeVR is a pioneer in the world of Virtual Reality and has been creating VR-experiences since 2013. We want to bring you true moments of joy with the greatest virtual reality experiences. We created a revolutionary camera system to produce true immersive 3D films for virtual reality.
From now on you can be anywhere you want to be, any time you choose. We work with creative minds and great companies like Tommy Hilfiger, IBM and the Berliner Philharmoniker to further explore and develop the amazing opportunities virtual reality brings us. Please contact us for partnerships and great ideas. Let’s change the world together!
We invest a lot of time exploring news ways of storytelling, developing best practices, new technologies and workflows.
We produced the one of the world’s first fully stereoscopic-3D VR music video. Google’s Youtube team have internally ranked our VR-work among the best. At the same time we research and develop best practices for VR-storytelling and production techniques.
We also work with universities and support projects to research meaningful applications, such as educational experiences or ways to help elderly people explore the world. Our core goal is to bring people moments of joy, and Virtual Reality is our tool of choice.
The founders have more than 15 years experience in the international advertising industry and have worked for agencies such as 180, Wieden & Kennedy, and brands such as Nike, Adidas, and Coca Cola.
WeMakeVR works for agencies, brands and production companies.",,info@wemakevr.com,+31 20 775 33 33,"Amsterdam, The Netherlands"
Mutiny Media UK,VR Development,VR Studios,http://mutinymedia.co.uk/,http://www.vrmeister.com/mutiny-media-uk/,"Mutiny Media are a full service production company based in Berwick Street, London. We offer production packages from pre to post.
What sets us apart is that we offer everything under one roof.
Kit, Crew and Post Production in our dedicated edit suite.
In house we have access to numerous VR rigs and setups and make use of Kolor Autopano Video Pro, Panotour and Autopano Giga.
Our edit suite also comprises of the full Adobe CC allowing us to export to Premiere / After Effects & Photoshop.
We offer equipment rental, dry or wet hire, and rental of our suite at competitive prices.",NA,production@mutinymedia.co.uk,0207 287 6690,United Kingdom
REALVISION 360º,VR Development,VR Studios,http://realvision360.com/,http://www.vrmeister.com/realvision-360/,"Panoramic Photographer
Virtual tour 360º Production
Website design and development
Digital graphic design
Project manager",Hernan David Munoz,info@realvision360.com,3004237078,Colombia
Matter VR,VR Development,VR Studios,http://mattervr.com/web/,http://www.vrmeister.com/matter-vr/,"CONTENT THAT MATTERS
Stories for the next 100 Years
Experience the full emotional depth of Virtual Reality.
  MATTERvr has created the world’s first historical VR experience curated by the Smithsonian.
With extraordinary attention to detail.",NA,info@mattervr.com,844.628.8378,United States
Cryworks,VR Development,VR Studios,http://cryworks.com/,http://www.vrmeister.com/cryworks/,"We are a creative team located in the San Francisco Bay Area, California.
Producing and providing services and products to facilitate the creation and distribution of experiences and immersive video, to various platforms including Desktop & Mobile devices, the Oculus Rift and the Samsung GearVR mobile display.
Drawing upon our years with Disney, LucasFilm, Industrial Light and Magic, Pixar and Electronic Arts, we develop and produce engaging and entertaining experiences, technology & apps that combine digital content, Augmented & Virtual Reality technologies, with CGI & visual effects in incredible ways.
Creative Direction
Designing the best and most appropriate VR experience
Capture Technology
Providing VR Film crew for any location with proprietary VR Camera Rigs.
Post Production
Full post-production services including VFX, Fast turn around , Audio Mastering, DI, and editing.
Distribution Support
We help distribute your Immersive & VR Experience to mobile, VR platforms, custom mobile apps, or  VR installation. Including YouTube and  the Littlstar VR Portal
  “CryWorks is drawing on 25+ years of leadership roles in Visual Effects, Animated Feature Films  and AAA Games, to produce cutting edge Immersive and VR experiences. “",NA,info@cryworks.com,NA,United States
Vobling,VR Development,VR Marketing,http://www.vobling.com/index_en.html,http://www.vrmeister.com/vobling/,"Vobling is a Virtual Reality consultancy firm dedicated to helping our clients realize their visions with the help of VR. We work within all facets of VR development, and provide a full-stack solution for our clients; from concept stages to development to final delivery.
We have previously made VR experiences for events and brand showcases, architectural visualizations, data visualizations, healthcare applications, as well as partnering with several major Swedish IT companies. We work all across the VR hardware spectrum, from Google Cardboard, to Samsung GearVR, to Oculus Rift and HTC Vive.
Our team consists of multidisciplinary consultants that program, design, and model virtual worlds after our clients’ specifications. We are passionate about VR, and we want to help you realize your (virtual) visions!",Patrik Hansson,info@vobling.com,46708846555,Stockholm Sweden
Phasedrift Media,VR Development,VR Marketing,http://www.phasedrift.ca/,http://www.vrmeister.com/phasedrift-media/,"PhaseDrift Media creates stunning experiences that tell stories in a personal and engaging way. Our focus is to immerse the viewer in  360° VR experiences that match their vision and exceed expectations. We work with our clients closely to come up with creative and value based solutions to their business and personal project needs.
We create a wide variety of 360° VR videos that encompass commercial productions, virtual tours, music videos, on-line advertising, news, real estate, weddings, and more.
Viewing content in 360° VR produces a sense of engagement and intimacy that is not possible through conventional video.
PhaseDrift Media is a team of professionals made up of producers, photographers, computer programmers, videographers, editors, and technological enthusiasts. Our shared passion for creating unique content and experiences is what brought us together.
We draw from our diverse skill base to leverage the potential of 360° video and VR technologies.
 ",Sean Myers,hello@phasedrift.io,4036172926,"Canada, Calgary"
